Country,Name,State,fname
FR,Capelle-les-Grands,27,France
FR,Capendu,11,France
FR,Capens,31,France
FR,Capestang,34,France
FR,Capian,33,France
FR,Capinghem,,France
FR,Caplong,33,France
FR,Cappelle-la-Grande,59,France
FR,Captieux,33,France
FR,Capvern,65,France
FR,Caramany,66,France
FR,Carantec,29,France
FR,Carbon-Blanc,33,France
FR,Carbonne,31,France
FR,Carcans,33,France
FR,Carcassonne,11,France
FR,Carcen-Ponson,40,France
FR,Carces,83,France
FR,Cardan,33,France
FR,Cardesse,64,France
FR,Cardet,30,France
FR,Carentan,50,France
FR,Carentoir,,France
FR,Cargèse,,France
FR,Carhaix-Plouguer,29,France
FR,Carignan,08,France
FR,Carignan,33,France
FR,Carignan-de-Bordeaux,33,France
FR,Carlepont,60,France
FR,Carling,57,France
FR,Carlux,24,France
FR,Carmaux,81,France
FR,Carnac,56,France
FR,Carnac-Rouffiac,46,France
FR,Carnas,30,France
FR,Carneville,50,France
FR,Carnières,59,France
FR,Carnoët,22,France
FR,Carnon-Plage,34,France
FR,Carnoules,83,France
FR,Carnoux-en-Provence,,France
FR,Carolles,50,France
FR,Caromb,84,France
FR,Caronte,13,France
FR,Carpentras,84,France
FR,Carpiquet,14,France
FR,Carquefou,44,France
FR,Carqueiranne,83,France
FR,Carrières-sous-Poissy,78,France
FR,Carrières-sur-Seine,78,France
FR,Carro,13,France
FR,Carros,06,France
FR,Carrouges,61,France
FR,Carry-le-Rouet,13,France
FR,Cars,33,France
FR,Carsac-Aillac,24,France
FR,Carsac-de-Gurson,24,France
FR,Carspach,68,France
FR,Cartelegue,33,France
FR,Carteret,50,France
FR,Cartigny,80,France
FR,Carvin,62,France
FR,Casalabriva,2A,France
FR,Cascastel-des-Corbieres,11,France
FR,Caseneuve,84,France
FR,Cases-de-Pène,66,France
FR,Cassagnes,66,France
FR,Cassaigne,32,France
FR,Cassel,59,France
FR,Cassen,40,France
FR,Casseneuil,47,France
FR,Casseuil,33,France
FR,Cassis,13,France
FR,Castagniers,06,France
FR,Castanet,81,France
FR,Castanet-Tolosan,31,France
FR,Castelculier,47,France
FR,Castelferrus,82,France
FR,Castelfranc,46,France
FR,Castelginest,31,France
FR,Casteljaloux,47,France
FR,Castella,47,France
FR,Castellane,04,France
FR,Castelmaurou,31,France
FR,Castelmoron-sur-Lot,47,France
FR,Castelnaudary,11,France
FR,Castelnau-d'Aude,11,France
FR,Castelnau-Dauzan,32,France
FR,Castelnaud-de-Gratecambe,47,France
FR,Castelnau-de-Brassac,81,France
FR,Castelnau-de-Guers,34,France
FR,Castelnau-de-Lévis,,France
FR,Castelnau-de-Médoc,33,France
FR,Castelnau-de-Montmiral,81,France
FR,Castelnau-de-Montratier,46,France
FR,Castelnau-d'Estrétefonds,31,France
FR,Castelnaud-la-Chapelle,24,France
FR,Castelnau-le-Lez,,France
FR,Castelnau-Rivière-Basse,65,France
FR,Castelnau-sur-Gupie,47,France
FR,Castelnau-Valence,30,France
FR,Castelreng,11,France
FR,Castelsarrasin,82,France
FR,Castel-Sarrazin,40,France
FR,Castelviel,33,France
FR,Castera-Verduzan,32,France
FR,Castetis,64,France
FR,Castetnau-Camblong,64,France
FR,Castets,40,France
FR,Castets-en-Dorthe,33,France
FR,Castex,32,France
FR,Castex-d'Armagnac,32,France
FR,Castillon,06,France
FR,Castillon-de-Castets,33,France
FR,Castillon-du-Gard,30,France
FR,Castillon-En-Auge,14,France
FR,Castillon-la-Bataille,33,France
FR,Castillonnès,47,France
FR,Castres,81,France
FR,Castres,44,France
FR,Castres-Gironde,33,France
FR,Castries,34,France
FR,Catenoy,60,France
FR,Catillon-Fumechon,60,France
FR,Cattenières,59,France
FR,Cattenom,57,France
FR,Catus,46,France
FR,Catus,,France
FR,Caucalières,81,France
FR,Cauchy-à-la-Tour,62,France
FR,Caudan,56,France
FR,Caudebec-en-Caux,76,France
FR,Caudebec-lès-Elbeuf,76,France
FR,Caudéran,33,France
FR,Caudiès-de-Fenouillèdes,66,France
FR,Caudrot,33,France
FR,Caudry,59,France
FR,Cauffry,60,France
FR,Caulieres,80,France
FR,Caulnes,22,France
FR,Caumont,33,France
FR,Caumont-l'Éventé,14,France
FR,Caumont-sur-Durance,84,France
FR,Caumont-sur-Garonne,47,France
FR,Cauneille,40,France
FR,Caunes-Minervois,11,France
FR,Caupenne-d'Armagnac,32,France
FR,Caurel,51,France
FR,Cauro,2A,France
FR,Cauroir,59,France
FR,Cauroy-les-Hermonville,51,France
FR,Caussade,82,France
FR,Causse-de-la-Selle,34,France
FR,Causses-et-Veyran,34,France
FR,Caussiniojouls,34,France
FR,Cauvicourt,14,France
FR,Cauvigny,,France
FR,Cauville,14,France
FR,Caux,34,France
FR,Cavaillon,84,France
FR,Cavalaire-sur-Mer,83,France
FR,Cavan,22,France
FR,Cavignac,33,France
FR,Cavillargues,30,France
FR,Cayeux-sur-Mer,80,France
FR,Cazals,46,France
FR,Cazats,33,France
FR,Cazaubon,32,France
FR,Cazaugitat,33,France
FR,Cazaux,33,France
FR,Cazedarnes,34,France
FR,Cazeneuve,32,France
FR,Cazeres,31,France
FR,Cazères-sur-l'Adour,40,France
FR,Cazes-Mondenard,,France
FR,Cazevieille,34,France
FR,Cazilhac,11,France
FR,Cazilhac,34,France
FR,Cazillac,46,France
FR,Cazouls-d'Hérault,34,France
FR,Cazouls-lès-Béziers,34,France
FR,Ceaux-d'Allegre,43,France
FR,Cébazan,34,France
FR,Cébazat,63,France
FR,Ceintrey,54,France
FR,Celle-Lévescault,86,France
FR,Celles,17,France
FR,Celles-sur-Belle,79,France
FR,Celles-sur-Durolle,63,France
FR,Celles-sur-Ource,10,France
FR,Cellettes,41,France
FR,Cellieu,42,France
FR,Célon,36,France
FR,Cenac,43,France
FR,Cénac,33,France
FR,Cénac-et-Saint-Julien,24,France
FR,Cendrecourt,70,France
FR,Cenne-Monestiès,11,France
FR,Cenon,33,France
FR,Cépet,31,France
FR,Cepie,11,France
FR,Cepoy,45,France
FR,Cerbère,66,France
FR,Cerbois,18,France
FR,Cercie,69,France
FR,Cercier,74,France
FR,Cercles,24,France
FR,Cercottes,45,France
FR,Cercy-la-Tour,58,France
FR,Cerdon,45,France
FR,Cerdon,01,France
FR,Cere-la-Ronde,37,France
FR,Cérences,50,France
FR,Céret,66,France
FR,Cergy,95,France
FR,Cergy-Pontoise,95,France
FR,Cerilly,22,France
FR,Cérisé,61,France
FR,Cerisiers,,France
FR,Cerizay,79,France
FR,Cernans,39,France
FR,Cernay,68,France
FR,Cernay-la-Ville,78,France
FR,Cernay-les-Reims,51,France
FR,Cerneux,77,France
FR,Cerny,91,France
FR,Cérons,33,France
FR,Cers,34,France
FR,Cersay,,France
FR,Cerseuil,51,France
FR,Cerseuil,02,France
FR,Certilleux,88,France
FR,Certines,01,France
FR,Cessenon-sur-Orb,34,France
FR,Cesseras,34,France
FR,Cesset,03,France
FR,Cessey-sur-Tille,21,France
FR,Cessieu,38,France
FR,Cesson,77,France
FR,Cesson-Sévigné,35,France
FR,Cesson-Sévigné,28,France
FR,Cessy,01,France
FR,Cestas,33,France
FR,Ceton,61,France
FR,Cevins,73,France
FR,Ceyras,34,France
FR,Ceyrat,63,France
FR,Ceyreste,13,France
FR,Ceyzériat,01,France
FR,Cezac,33,France
FR,Cézy,89,France
FR,Chabanais,16,France
FR,Chabeuil,26,France
FR,Chablis,89,France
FR,Châbons,38,France
FR,Chabottes,05,France
FR,Chabreloche,63,France
FR,Chabris,36,France
FR,Chacé,49,France
FR,Chadenac,17,France
FR,Chadenet,48,France
FR,Chadrac,43,France
FR,Chaffaut-Lagremuse,04,France
FR,Chagny,08,France
FR,Chagny,71,France
FR,Chahaignes,72,France
FR,Chail,79,France
FR,Chaillac,36,France
FR,Chailland,53,France
FR,Chaille Sous les Ormeaux,85,France
FR,Chailles,41,France
FR,Chailloué,61,France
FR,Chailly-en-Brie,77,France
FR,Chailly-sur-Armancon,21,France
FR,Chailly-sur-Armançon,21,France
FR,Chaingy,45,France
FR,Chaintre,71,France
FR,Chaintré,71,France
FR,Chaintrix-Bierges,51,France
FR,Chalais,16,France
FR,Chalamont,01,France
FR,Chalampé,68,France
FR,Chalandray,86,France
FR,Chaleins,01,France
FR,Châlette-sur-Loing,45,France
FR,Chalezeule,25,France
FR,Chalifert,77,France
FR,Chalindrey,52,France
FR,Challain-La-Potherie,49,France
FR,Challans,85,France
FR,Challerange,08,France
FR,Challes,,France
FR,Challes-les-Eaux,73,France
FR,Challex,01,France
FR,Challignac,16,France
FR,Challuy,58,France
FR,Chalmaison,,France
FR,Chalmaison,,France
FR,Chalonnes-sur-Loire,49,France
FR,Châlons-en-Champagne,51,France
FR,Chalon-sur-Saône,71,France
FR,Chalus,63,France
FR,Châlus,87,France
FR,Chamagnieu,38,France
FR,Chamalières,63,France
FR,Chamandrin,05,France
FR,Chamaret,26,France
FR,Chambéon,42,France
FR,Chamberet,19,France
FR,Chambéry,73,France
FR,Chambilly,71,France
FR,Chamblanc,21,France
FR,Chamblet,03,France
FR,Chambly,60,France
FR,Chamboeuf,21,France
FR,Chambolle-Musigny,21,France
FR,Chambon,37,France
FR,Chambon,17,France
FR,Chambon-la-Forêt,45,France
FR,Chambon-sur-Voueize,23,France
FR,Chambord,41,France
FR,Chamboret,87,France
FR,Chambornay-Lès-Pin,74,France
FR,Chambost-Allières,69,France
FR,Chambourcy,78,France
FR,Chambourg-sur-Indre,37,France
FR,Chambray-lès-Tours,37,France
FR,Chambretaud,85,France
FR,Chambroutet,79,France
FR,Chambry,02,France
FR,Chamelet,69,France
FR,Chamery,51,France
FR,Chamesson,21,France
FR,Chameyrat,19,France
FR,Chamilly,71,France
FR,Chamonix-Mont-Blanc,74,France
FR,Chamouilley,52,France
FR,Chamoy,10,France
FR,Champagnac-de-Bélair,24,France
FR,Champagne,72,France
FR,Champagne-au-Mont-d'Or,69,France
FR,Champagne-en-Valromey,01,France
FR,Champagne-et-Fontaine,24,France
FR,Champagne-Mouton,16,France
FR,Champagne-sur-Loue,25,France
FR,Champagne-sur-Seine,77,France
FR,Champagneux,73,France
FR,Champagney,25,France
FR,Champagnier,38,France
FR,Champagnole,39,France
FR,Champagnolles,17,France
FR,Champcevrais,89,France
FR,Champcueil,91,France
FR,Champdeniers-Saint-Denis,79,France
FR,Champdeuil,77,France
FR,Champdieu,42,France
FR,Champeaux,50,France
FR,Champeaux,35,France
FR,Champenard,27,France
FR,Champenay,67,France
FR,Champfleury,51,France
FR,Champforgeuil,71,France
FR,Champfromier,01,France
FR,Champhol,28,France
FR,Champier,38,France
FR,Champigne,49,France
FR,Champignelles,89,France
FR,Champigneulles,54,France
FR,Champignol-lez-Mondeville,10,France
FR,Champigny,89,France
FR,Champigny-en-Beauce,41,France
FR,Champigny-sous-Varennes,52,France
FR,Champigny-sur-Marne/Paris,94,France
FR,Champillet,36,France
FR,Champillon,51,France
FR,Champlan,91,France
FR,Champlat-et-Boujacourt,51,France
FR,Champlemy,58,France
FR,Champlitte,70,France
FR,Champniers,16,France
FR,Champoulet,,France
FR,Champsac,87,France
FR,Champs-de-Mars/Lille,59,France
FR,Champs-sur-Marne,77,France
FR,Champs-sur-Yonne,89,France
FR,Champ-sur-Drac,38,France
FR,Champ-sur-Layon,49,France
FR,Champtoceaux,49,France
FR,Champtocé-sur-Loire,,France
FR,Champvoisy,51,France
FR,Chamrousse,38,France
FR,Chanac,48,France
FR,Chanas,38,France
FR,Chanaz,73,France
FR,Chancay,37,France
FR,Chanceaux,,France
FR,Chancelade,24,France
FR,Chandai,61,France
FR,Chaneins,01,France
FR,Chanes,71,France
FR,Change,71,France
FR,Change,53,France
FR,Change,21,France
FR,Changé,72,France
FR,Changis-sur-Marne,77,France
FR,Changy,,France
FR,Channes,10,France
FR,Chanonat,63,France
FR,Chanos-Curson,26,France
FR,Chanoy,52,France
FR,Chanpfleury,51,France
FR,Chanteau,45,France
FR,Chantelle,03,France
FR,Chanteloup-en-Brie,77,France
FR,Chanteloup-les-Vignes,78,France
FR,Chantemerle,51,France
FR,Chantemerle-les-Grignan,26,France
FR,Chantenay,,France
FR,Chantenay-Saint-Imbert,58,France
FR,Chantenay-Villedieu,72,France
FR,Chantepie,35,France
FR,Chantereine,55,France
FR,Chantillon-Coligny,45,France
FR,Chantilly,60,France
FR,Chantonnay,85,France
FR,Chantraine,88,France
FR,Chanzeaux,49,France
FR,Chaource,10,France
FR,Chaourse,02,France
FR,Chapareillan,38,France
FR,Chapelle-Guillaume,28,France
FR,Chapelle-Vaupelteigne,89,France
FR,Chapelle-Viviers,86,France
FR,Chapet,78,France
FR,Chaponnay,69,France
FR,Chaponost,69,France
FR,Chappes,63,France
FR,Chaptuzat,63,France
FR,Charantonnay,38,France
FR,Charavines,38,France
FR,Charbonnières-les-Bains,69,France
FR,Charcenne,70,France
FR,Charchigné,53,France
FR,Chardonnay,71,France
FR,Charentay,69,France
FR,Charentenay,70,France
FR,Charentilly,37,France
FR,Charenton,58,France
FR,Charenton-du-Cher,18,France
FR,Charenton-le-Pont,94,France
FR,Charge,37,France
FR,Chariez,70,France
FR,Charles-de-Gaulle Apt/Paris,95,France
FR,Charleval,13,France
FR,Charleval,27,France
FR,Charleville,51,France
FR,Charleville-Mézières,08,France
FR,Charlieu,42,France
FR,Charly,69,France
FR,Charly,18,France
FR,Charly-Oradour,57,France
FR,Charly-sur-Marne,02,France
FR,Charmeil,03,France
FR,Charmes,03,France
FR,Charmes,02,France
FR,Charmes,88,France
FR,Charmes-sur-Rhône,07,France
FR,Charmoille,70,France
FR,Charmoy,52,France
FR,Charnas,07,France
FR,Charnay-en-Beaujolais,69,France
FR,Charnay-lès-Chalon,71,France
FR,Charnay-lès-Mâcon,71,France
FR,Charnècles,38,France
FR,Charnoz,01,France
FR,Charny,21,France
FR,Charny-sur-Meuse,55,France
FR,Charolles,71,France
FR,Chârost,18,France
FR,Charpey,26,France
FR,Charquemont,25,France
FR,Charron,17,France
FR,Charroux,86,France
FR,Chars,95,France
FR,Charteves,02,France
FR,Chartres,28,France
FR,Chartres-de-Bretagne,35,France
FR,Charvieu-Chavagneux,38,France
FR,Charvonnex,,France
FR,Chasnais,,France
FR,Chasnay,71,France
FR,Chaspuzac,43,France
FR,Chassagne-Montrachet,21,France
FR,Chassagny,69,France
FR,Chassal,39,France
FR,Chasselas,71,France
FR,Chasselay,69,France
FR,Chassenard,03,France
FR,Chasseneuil-du-Poitou,86,France
FR,Chasseneuil-sur-Bonnieure,16,France
FR,Chasse-sur-Rhône,38,France
FR,Chassey-le-Camp,71,France
FR,Chassey-lès-Montbozon,70,France
FR,Chassey-lès-Scey,70,France
FR,Chassieu,69,France
FR,Chassors,16,France
FR,Chastel-Nouvel,48,France
FR,Chateau,71,France
FR,Château-Arnoux,04,France
FR,Châteaubernard,16,France
FR,Chateaubourg,26,France
FR,Châteaubourg,35,France
FR,Châteaubriant,44,France
FR,Château-Chalon,39,France
FR,Château-Chinon,58,France
FR,Chateaucreux/Saint-Etienne,42,France
FR,Château-d'Olonne,85,France
FR,Château-du-Loir,72,France
FR,Châteaudun,28,France
FR,Chateaufort,91,France
FR,Château-Gaillard,01,France
FR,Chateaugay,63,France
FR,Chateaugiron,35,France
FR,Château-Gontier,53,France
FR,Château-l'Abbaye,59,France
FR,Château-Landon,77,France
FR,Château-la-Vallière,37,France
FR,Châteaulin,29,France
FR,Châteaumeillant,18,France
FR,Châteauneuf,42,France
FR,Chateauneuf-de-Gadagne,84,France
FR,Châteauneuf-de-Galaure,26,France
FR,Châteauneuf-d'Ille-et-Vilaine,35,France
FR,Châteauneuf-du-Faou,29,France
FR,Châteauneuf-du-Pape,84,France
FR,Châteauneuf-du-Rhône,26,France
FR,Châteauneuf-en-Thymerais,28,France
FR,Châteauneuf-Grasse,06,France
FR,Châteauneuf-la-Forêt,87,France
FR,Chateauneuf-le-Rouge,13,France
FR,Châteauneuf-le-Rouge,13,France
FR,Châteauneuf-lès-Martigues,13,France
FR,Châteauneuf-lès-Martigues,13,France
FR,Châteauneuf-sur-Charente,16,France
FR,Châteauneuf-sur-Cher,18,France
FR,Châteauneuf-sur-Isère,26,France
FR,Chateauneuf-sur-Loire,,France
FR,Châteauneuf-sur-Loire,45,France
FR,Châteauneuf-sur-Sarthe,49,France
FR,Châteauponsac,87,France
FR,Château-Porcien,08,France
FR,Chateaurenard,45,France
FR,Chateau-Renard,44,France
FR,Châteaurenard,13,France
FR,Château-Renard,45,France
FR,Château-Renault,37,France
FR,Chateauroux,36,France
FR,Châteauroux,05,France
FR,Château-sur-Epte,27,France
FR,Chateauthebaud,44,France
FR,Château-Thébaud,44,France
FR,Château-Thierry,02,France
FR,Chateauvert,83,France
FR,Chateauvieux,41,France
FR,Chatel de Neuvre,03,France
FR,Châtelaillon-Plage,17,France
FR,Châteldon,63,France
FR,Châtelguyon,63,France
FR,Châtellerault,86,France
FR,Châtelneuf,42,France
FR,Chatel-Saint-Germain,57,France
FR,Chatel-sur-Moselle,88,France
FR,Châtelus-le-Marcheix,23,France
FR,Châtenay,28,France
FR,Châtenay-Malabry,92,France
FR,Chatenet,17,France
FR,Chatenois,88,France
FR,Châtenois,67,France
FR,Chatenois-les-Forges,90,France
FR,Châtenoy-le-Royal,71,France
FR,Chatillon,92,France
FR,Châtillon,03,France
FR,Châtillon,69,France
FR,Châtillon,39,France
FR,Châtillon,86,France
FR,Chatillon-d'Azergues,69,France
FR,Châtillon-en-Diois,26,France
FR,Châtillon-en-Michaille,01,France
FR,Chatillon-en-Vendelais,35,France
FR,Châtillon-la-Palud,01,France
FR,Châtillon-le-Duc,25,France
FR,Châtillon-le-Roi,45,France
FR,Chatillon-Saint-Jean,,France
FR,Châtillon-sur-Chalaronne,01,France
FR,Chatillon-sur-Cher,41,France
FR,Châtillon-Sur-Cluses,69,France
FR,Châtillon-sur-Colmont,53,France
FR,Châtillon-sur-Indre,36,France
FR,Châtillon-sur-Loire,45,France
FR,Châtillon-sur-Saône,88,France
FR,Châtillon-sur-Seine,21,France
FR,Châtillon-sur-Thouet,79,France
FR,Châtonnay,38,France
FR,Chatonrupt-Sommermont,52,France
FR,Chatou,78,France
FR,Châtres,77,France
FR,Chatte,38,France
FR,Chatuzange-le-Goubet,26,France
FR,Chauché,85,France
FR,Chaudefonds-sur-Layon,49,France
FR,Chaudefontaine,25,France
FR,Chaudenay,71,France
FR,Chaudenay,52,France
FR,Chaudenay-le-Château,21,France
FR,Chaudeney-Sur-Moselle,54,France
FR,Chaudon,28,France
FR,Chaudoux,18,France
FR,Chaudron-en-Mauges,49,France
FR,Chauffailles,71,France
FR,Chauffour,71,France
FR,Chauffry,77,France
FR,Chaulnes,80,France
FR,Chaumes-En-Brie,77,France
FR,Chaumont,89,France
FR,Chaumont,52,France
FR,Chaumontel,95,France
FR,Chaumont-en-Vexin,60,France
FR,Chaumont-sur-Tharonne,41,France
FR,Chaumousey,88,France
FR,Chaumoux-Marcilly,18,France
FR,Chaumuzy,51,France
FR,Chaunay,86,France
FR,Chauny,02,France
FR,Chauray,79,France
FR,Chausey,,France
FR,Chausson,61,France
FR,Chauvency-Saint-Hubert,55,France
FR,Chauvigny,86,France
FR,Chauvoncourt,55,France
FR,Chaux,21,France
FR,Chavagne,35,France
FR,Chavagnes,49,France
FR,Chavagnes-en-Paillers,85,France
FR,Chavagnes-les-Redoux,85,France
FR,Chavanay,42,France
FR,Chavanges,,France
FR,Chavannes-sur-Reyssouze,01,France
FR,Chavannes-sur-Reyssouze,01,France
FR,Chavannes-sur-Suran,01,France
FR,Chavanod,74,France
FR,Chavanoz,38,France
FR,Chavaroux,63,France
FR,Chaveignes,37,France
FR,Chavelot,88,France
FR,Chavenay,78,France
FR,Chavignon,02,France
FR,Chaville,92,France
FR,Chavot-Courcourt,51,France
FR,Chazay-d'Azergues,69,France
FR,Chazelles,16,France
FR,Chazelles-sur-Lyon,42,France
FR,Chazey-Bons,01,France
FR,Chazey-sur-Ain,01,France
FR,Chécy,45,France
FR,Chedde,74,France
FR,Chédigny,37,France
FR,Chef-Boutonne,79,France
FR,Chef-du-Pont,50,France
FR,Cheffois,85,France
FR,Cheille,37,France
FR,Cheilly-lès-Maranges,71,France
FR,Chelles,77,France
FR,Chelles,60,France
FR,Chemaudin,25,France
FR,Chemellier,49,France
FR,Chémeré,44,France
FR,Chémeré,44,France
FR,Chemillé,49,France
FR,Chemille-sur-Deme,37,France
FR,Chemilly,70,France
FR,Chemilly-sur-Serein,89,France
FR,Chemilly-sur-Yonne,89,France
FR,Cheminas,07,France
FR,Cheminot,57,France
FR,Chenac-Saint-Seurin-d'Uzet,17,France
FR,Chénas,69,France
FR,Chenay,51,France
FR,Chenieres,54,France
FR,Cheniers,51,France
FR,Chéniers,23,France
FR,Cheniménil,88,France
FR,Chennevières-sur-Marne,94,France
FR,Chenonceaux,37,France
FR,Chenôve,21,France
FR,Chens-sur-Leman,74,France
FR,Chenu,72,France
FR,Cheny,89,France
FR,Cheppes-la-Prairie,51,France
FR,Cheptainville,91,France
FR,Chérac,17,France
FR,Chérancé,72,France
FR,Cherbourg,50,France
FR,Chereng,,France
FR,Chérisy,28,France
FR,Chermignac,17,France
FR,Chéroy,89,France
FR,Cherré,72,France
FR,Cherves-Châtelars,16,France
FR,Cherves-Richemont,16,France
FR,Chéry-lès-Rozoy,02,France
FR,Chessy,77,France
FR,Chessy,69,France
FR,Chevagnes,03,France
FR,Chevagny-les-Chevrières,71,France
FR,Cheval-Blanc,84,France
FR,Chevaline,74,France
FR,Chevanceaux,17,France
FR,Chevannes,21,France
FR,Cheverny,31,France
FR,Cheverny,41,France
FR,Chevigny-Saint-Sauveur,21,France
FR,Chevillon,89,France
FR,Chevilly,45,France
FR,Chevilly-Larue/Paris,94,France
FR,Chevreaux,39,France
FR,Chèvremont,90,France
FR,Chevreuse,78,France
FR,Chevrières,42,France
FR,Chevrières,60,France
FR,Chevroux,01,France
FR,Chevry,01,France
FR,Chevry-Cossigny,77,France
FR,Chézy-sur-Marne,02,France
FR,Chiatra,2B,France
FR,Chiché,79,France
FR,Chichee,89,France
FR,Chichilianne,38,France
FR,Chierry,02,France
FR,Chignin,73,France
FR,Chigny-les-Roses,51,France
FR,Chilleurs-aux-Bois,45,France
FR,Chilly-Mazarin,91,France
FR,Chimilin,38,France
FR,Chindrieux,73,France
FR,Chinon,37,France
FR,Chipilly,80,France
FR,Chiré-en-Montreuil,86,France
FR,Chirens,38,France
FR,Chiroubles,69,France
FR,Chiry-Ourscamps,60,France
FR,Chissay-en-Touraine,41,France
FR,Chissey les Macon,71,France
FR,Chissey-sur-Loue,39,France
FR,Chitenay,41,France
FR,Chitry,89,France
FR,Chivy-lès-Étouvelles,02,France
FR,Chocques,62,France
FR,Choignes,52,France
FR,Choisy,74,France
FR,Choisy-au-Bac,60,France
FR,Choisy-le-Roi,94,France
FR,Cholet,49,France
FR,Chomérac,07,France
FR,Chonas-l'Amballan,38,France
FR,Chooz,08,France
FR,Chorey-les-Beaune,21,France
FR,Chorges,05,France
FR,Chouilly,51,France
FR,Choussy,41,France
FR,Chouzé-sur-Loire,37,France
FR,Chouzy-sur-Cisse,41,France
FR,Chuelles,45,France
FR,Chusclan,30,France
FR,Chuzelles,38,France
FR,Ciboure,64,France
FR,Cinq-Mars-la-Pile,37,France
FR,Cintegabelle,31,France
FR,Cintré,35,France
FR,Ciré-d'Aunis,17,France
FR,Cires-lès-Mello,60,France
FR,Cirey-les-Pontailler,21,France
FR,Cirfontaines-en-Ornois,,France
FR,Ciron,36,France
FR,Ciry-Salsogne,02,France
FR,Cissac-Médoc,33,France
FR,Cisse,86,France
FR,Citerne,80,France
FR,Citry,77,France
FR,Civaux,86,France
FR,Civens,42,France
FR,Civrac-de-Blaye,33,France
FR,Civrac-de-Dordogne,33,France
FR,Civrac-en-Medoc,33,France
FR,Civray,18,France
FR,Civray,86,France
FR,Civray-de-Touraine,37,France
FR,Civrieux-d'Azergues,69,France
FR,Cizely,58,France
FR,Clacy-Et-Thierret,02,France
FR,Claira,66,France
FR,Clairac,,France
FR,Clairoix,60,France
FR,Clairvaux-d'Averyon,12,France
FR,Clairvaux-d'Aveyron,12,France
FR,Clairvaux-les-Lacs,39,France
FR,Claix,38,France
FR,Claix,16,France
FR,Clamart,92,France
FR,Clamecy,58,France
FR,Clamerey,21,France
FR,Clans,06,France
FR,Clansayes,26,France
FR,Clapiers,34,France
FR,Clarac,31,France
FR,Clarensac,30,France
FR,Claret,34,France
FR,Clary,59,France
FR,Claudon,88,France
FR,Claye-Souilly,77,France
FR,Clazay,79,France
FR,Cléden-Poher,29,France
FR,Cleder,29,France
FR,Cleebourg,67,France
FR,Clefmont,52,France
FR,Cléguer,56,France
FR,Clénay,21,France
FR,Cléon,76,France
FR,Cléon-d'Andran,26,France
FR,Clérac,17,France
FR,Clere,49,France
FR,Clères,76,France
FR,Clerieux,,France
FR,Clerlande,63,France
FR,Clermont,60,France
FR,Clermont Soubiran,47,France
FR,Clermont-Créans,72,France
FR,Clermont-en-Argonne,55,France
FR,Clermont-Ferrand,63,France
FR,Clermont-le-Fort,31,France
FR,Clermont-les-Fermes,02,France
FR,Clermont-l'Hérault,34,France
FR,Clerval,25,France
FR,Cléry-en-Vexin,95,France
FR,Cléry-Saint-André,45,France
FR,Clery-sur-Somme,80,France
FR,Clesse,71,France
FR,Clichy,92,France
FR,Clichy-sous-Bois,93,France
FR,Climbach,67,France
FR,Clinchamp,52,France
FR,Clion,36,France
FR,Cliron,08,France
FR,Clisson,44,France
FR,Clohars-Carnoët,29,France
FR,Clonas-sur-Varèze,38,France
FR,Cloyes-sur-le-Loir,28,France
FR,Cluis,36,France
FR,Cluny,71,France
FR,Cluses,74,France
FR,Coarraze,64,France
FR,Cobrieux,59,France
FR,Cocumont,,France
FR,Codognan,30,France
FR,Coëtmieux,22,France
FR,Coëx,85,France
FR,Coglès,50,France
FR,Cognac,16,France
FR,Cognières,70,France
FR,Cognin,73,France
FR,Cognocoli,2A,France
FR,Cogny,69,France
FR,Cogolin,83,France
FR,Cohade,43,France
FR,Coiffy-le-Haut,52,France
FR,Coignières,78,France
FR,Coincy,02,France
FR,Coingt,02,France
FR,Coivert,17,France
FR,Colayrac,47,France
FR,Collan,89,France
FR,Collégien,77,France
FR,Colleville-Montgomery,,France
FR,Collinée,22,France
FR,Collioure,66,France
FR,Collobrieres,83,France
FR,Collonges-au-Mont-d'Or,69,France
FR,Collonges-la-Rouge,19,France
FR,Collonges-sous-Salève,74,France
FR,Collorgues,30,France
FR,Colmar,68,France
FR,Colmey,54,France
FR,Colognac,30,France
FR,Cologne,32,France
FR,Colomars,06,France
FR,Colombe,38,France
FR,Colombe-la-Fosse,,France
FR,Colombelles,14,France
FR,Colombes,92,France
FR,Colombey-les-Belles,54,France
FR,Colombey-les-deux-Eglises,52,France
FR,Colombier,24,France
FR,Colombier-Châtelot,25,France
FR,Colombier-En-Brionnais,71,France
FR,Colombier-Fontaine,25,France
FR,Colombier-le-Vieux,07,France
FR,Colombiers,34,France
FR,Colombier-Saugnieu,69,France
FR,Colomiers,31,France
FR,Colondannes,23,France
FR,Combaillaux,34,France
FR,Combertault,21,France
FR,Combes,34,France
FR,Comblanchien,21,France
FR,Combloux,74,France
FR,Combon,27,France
FR,Combourg,35,France
FR,Combourtillé,35,France
FR,Combrée,49,France
FR,Combres,28,France
FR,Combres-sous-les-Côtes,55,France
FR,Combrit,29,France
FR,Combrit,,France
FR,Combronde,63,France
FR,Combs-la-Ville,77,France
FR,Comines,59,France
FR,Commana,29,France
FR,Commenailles,39,France
FR,Commentry,03,France
FR,Commequiers,85,France
FR,Commercy,55,France
FR,Communay,69,France
FR,Compans,77,France
FR,Compeyre,12,France
